id,title,assignee,inventor,priority,filing,publicationdate,grantdate,resultlink,url,
US-2021210160-A1,"System, method and apparatus to enhance privacy and enable broad sharing of bioinformatic data ","Private Access, Inc.",Robert Shelton,2015-03-23,2020-09-18,2021-07-08,,https://patents.google.com/patent/US20210210160A1/en,https://patentimages.storage.googleapis.com/98/ea/7c/844a23045de8bf/US20210210160A1-20210708-D00000.png,
US-2021087283-A1,Fgfr1 agonists and methods of use ,"Genentech, Inc.","Junichiro SONODA, Yan Wu",2011-05-16,2020-10-19,2021-03-25,,https://patents.google.com/patent/US20210087283A1/en,https://patentimages.storage.googleapis.com/60/78/89/20c099ce80363a/US20210087283A1-20210325-D00001.png,
US-2021340539-A1,Modified aav constructs and uses thereof ,University Of Massachusetts,"Guangping Gao, Jun Xie, Phillip D. Zamore",2015-04-24,2021-05-11,2021-11-04,,https://patents.google.com/patent/US20210340539A1/en,https://patentimages.storage.googleapis.com/70/ce/06/a924db252056c9/US20210340539A1-20211104-D00001.png,
US-2021077627-A1,Method of treating cancer ,"Intensity Therapeutics, Inc.",Lewis H. Bender,2012-09-21,2020-12-01,2021-03-18,,https://patents.google.com/patent/US20210077627A1/en,https://patentimages.storage.googleapis.com/bc/a3/ff/18d6e7ba646c74/US20210077627A1-20210318-D00001.png,
US-2020330533-A1,Biomarkers and combination therapies using oncolytic virus and immunomodulation ,"Dnatrix, Inc., Board Of Regents, The University Of Texas System","Frank Tufaro, Charles Conrad, Juan FUEYO-MARGARETO, Frederick Lang, Jr., Candelaria Gomez-Manzano, W.K. Alfred Yung, Amy Heimberger",2012-01-25,2020-06-30,2020-10-22,,https://patents.google.com/patent/US20200330533A1/en,https://patentimages.storage.googleapis.com/46/fc/59/b87234a5795711/US20200330533A1-20201022-D00001.png,
JP-6633602-B2,Targeting BCL11A distal regulatory elements for reinduction of fetal hemoglobin ,"ザ チルドレンズ メディカル センター コーポレーション, ザ  チルドレンズ  メディカル  センター  コーポレーション","スチュアート エイチ． オーキン, スチュアート  エイチ． オーキン, ダニエル イー． バウアー, ダニエル  イー． バウアー, ジエン シュウ, ジエン シュウ",2012-11-27,2017-12-18,2020-01-22,2020-01-22,https://patents.google.com/patent/JP6633602B2/en,https://patentimages.storage.googleapis.com/f5/a1/88/bd14bf98173e2f/0006633602-18.png,
US-2020376116-A1,Vaccine composition containing synthetic adjuvant ,Infectious Disease Research Institute,"Steven G. Reed, Darrick Carter",2006-09-26,2020-06-12,2020-12-03,,https://patents.google.com/patent/US20200376116A1/en,https://patentimages.storage.googleapis.com/48/a2/a4/11ae3ea92bca52/US20200376116A1-20201203-D00001.png,
CN-110650683-B,Patient-specific glucose prediction system and method ,美敦力泌力美公司,"钟宇翔, 普拉蒂克·阿格拉沃尔, 胡泽法·F·内伊穆奇瓦拉, 西努贝西·亚伯拉罕, 姜博屹, 尚塔尔·M·麦克马洪, 加里·D·塔尔博特, 纳塔拉詹·雷努卡, 凯文·M·李, 苏珊·M·维尔曼, 迈克尔·P·斯通, 罗伯特·A·维格斯基, 什鲁蒂·拉斯托吉, 约翰·霍宾, 凯文·E·韦拉多, 悉达思·阿鲁纳萨拉姆, 阿努帕姆·普坎, 本雅明·格罗斯曼, 阿尼尔班·罗伊, 帕特里克·E·威德, 路易斯·J·林特瑞尔, 阿里·黛安娜蒂",2017-03-24,2018-03-23,2022-07-12,2022-07-12,https://patents.google.com/patent/CN110650683B/en,https://patentimages.storage.googleapis.com/31/7e/78/486801028c63d3/HDA0002277045530000011.png,
US-2020251180-A1,Resolving genome fractions using polymorphism counts ,"Verinata Health, Inc.","Richard P. Rava, Brian K. Rhees, John P. Burke",2011-04-12,2020-04-20,2020-08-06,,https://patents.google.com/patent/US20200251180A1/en,https://patentimages.storage.googleapis.com/09/b0/88/f55f1cc15bba66/US20200251180A1-20200806-D00001.png,
US-11535657-B2,Molecules that selectively activate regulatory T cells for the treatment of autoimmune diseases ,"Delinia, Inc.",Jeffrey Greve,2016-01-20,2019-12-30,2022-12-27,2022-12-27,https://patents.google.com/patent/US11535657B2/en,https://patentimages.storage.googleapis.com/8c/82/5b/7971ed8a392892/US11535657-20221227-D00001.png,
US-2020277658-A1,"Methods and systems for microbiome characterization, monitoring and treatment ","Pendulum Therapeutics, Inc.","Colleen Cutcliffe, John S. Eid, James H. Bullard",2013-07-21,2020-03-12,2020-09-03,,https://patents.google.com/patent/US20200277658A1/en,https://patentimages.storage.googleapis.com/e6/42/f3/d06f1d8e211f9a/US20200277658A1-20200903-D00001.png,
US-2021293801-A1,Automated apparatus and system ,"The Brigham And Women's Hospital, Inc.","Omid Farokhzad, Morteza Mahmoudi, Claudia Corbo",2016-12-16,2021-03-29,2021-09-23,,https://patents.google.com/patent/US20210293801A1/en,https://patentimages.storage.googleapis.com/26/be/35/4cb8a507880f6a/US20210293801A1-20210923-D00000.png,
AU-2019246910-B2,Resilient polysaccharide foams and uses thereof ,Arthrocare Corporation,"George T. Delli-Santi, Betre Helawe",2014-07-24,2019-10-11,2021-03-11,2021-03-11,https://patents.google.com/patent/AU2019246910B2/en,,
JP-6672383-B2,Specific detection tool for mesenchymal and epithelial mesenchymal transformed circulating tumor cells ,ボード・オブ・リージエンツ，ザ・ユニバーシテイ・オブ・テキサス・システム,"サテッリ アルン, サテッリ アルン, リ シュリン, リ シュリン",2013-03-05,2018-06-07,2020-03-25,2020-03-25,https://patents.google.com/patent/JP6672383B2/en,,
US-2021038684-A1,Compositions and Methods for Cancer Immunotherapy ,Alkermes Pharma Ireland Limited,"Heather C. Losey, Lei Sun",2019-06-11,2020-06-10,2021-02-11,,https://patents.google.com/patent/US20210038684A1/en,https://patentimages.storage.googleapis.com/a8/1a/6d/d259602bc90e3e/US20210038684A1-20210211-D00000.png,
JP-6986600-B2,How to Detect Signal Dip of Glucose Sensor Data Performed by Glucose Sensor and Display Device ,メドトロニック ミニメド インコーポレイテッド,"キース ノゲイラ, タリー ジー エンゲル, シャーロン リ, ブラッドリィ シー リャン, ラジヴ シャー, マイク シー リュウ, アンディ ワイ ツァイ, ジェホ キム, アンドレア ヴァルシャフスキー, フェイ ユウ, ラガヴェンダー ゴーサム, ジェフリー ニシダ",2015-12-28,2020-06-29,2021-12-22,2021-12-22,https://patents.google.com/patent/JP6986600B2/en,https://patentimages.storage.googleapis.com/00/11/d9/0cd06cff0538ff/0006986600-48.png,
US-2021174907-A1,"Method of machine learning, employing bayesian latent class inference: combining multiple genomic feature detection algorithms to produce an integrated genomic feature set with specificity, sensitivity and accuracy ",Genformatic Llc,"Aaron J. MACKEY, Brandi CANTAREL, Justin Reese, Daniel B. WEAVER",2012-11-16,2020-07-10,2021-06-10,,https://patents.google.com/patent/US20210174907A1/en,https://patentimages.storage.googleapis.com/fe/e4/b4/c3915673cd3ff0/US20210174907A1-20210610-D00000.png,
US-2020354480-A1,Water soluble nitric oxide-releasing polyglucosamines and uses thereof ,The University Of North Carolina At Chapel Hill,"Mark H. Schoenfisch, Yuan Lu",2012-08-17,2020-07-23,2020-11-12,,https://patents.google.com/patent/US20200354480A1/en,https://patentimages.storage.googleapis.com/c7/3c/43/c89d640a54c359/US20200354480A1-20201112-D00001.png,
US-2020012959-A1,Systems and techniques for identifying and exploiting relationships between media consumption and health ,Bose Corporation,"Ketki Karanam, Alexis Kopikis, Vikram Krishnan, Nilesh N. Kuchekar, Abby B. Marsh, W. Edward Martucci, Steven A. Sian",2014-08-20,2019-09-17,2020-01-09,,https://patents.google.com/patent/US20200012959A1/en,https://patentimages.storage.googleapis.com/dc/22/16/872925128bfc9b/US20200012959A1-20200109-D00000.png,
US-10450564-B2,Micromirs ,Roche Innovation Center Copenhagen A/S,"Susanna Obad, Sakari Kauppinen, Joacim Elmen, Morten Lindow, Markus Heidenblad",2007-10-04,2017-09-15,2019-10-22,2019-10-22,https://patents.google.com/patent/US10450564B2/en,https://patentimages.storage.googleapis.com/63/08/8b/5935bf1bc6e386/US10450564-20191022-D00000.png,
US-11352673-B2,"Method for the diagnosis, prognosis and treatment of lung cancer metastasis ","Fundacio Institut De Recerca Biomedica (Irb Barcelona), Institucio Catalana De Recerca I Estudis Avancats","Roger Gomis, Evarist Planet",2012-06-06,2018-05-21,2022-06-07,2022-06-07,https://patents.google.com/patent/US11352673B2/en,https://patentimages.storage.googleapis.com/b4/e9/ee/525da30b79d97d/US11352673-20220607-D00001.png,
US-2020206188-A1,"Compositions and methods to improve the therapeutic benefit of indirubin and analogs thereof, including meisoindigo ","Dennis M. Brown, Ian Nisbet","Dennis M. Brown, Ian Nisbet",2012-03-23,2019-08-19,2020-07-02,,https://patents.google.com/patent/US20200206188A1/en,https://patentimages.storage.googleapis.com/b2/46/84/1283c98a11edb6/US20200206188A1-20200702-D00001.png,
US-11154356-B2,Intravascular energy delivery ,"Otsuka Medical Devices Co., Ltd.",Michael Gertner,2009-10-12,2019-05-14,2021-10-26,2021-10-26,https://patents.google.com/patent/US11154356B2/en,https://patentimages.storage.googleapis.com/9e/d8/b2/fb0ab1685e8e2e/US11154356-20211026-D00000.png,
JP-6490763-B2,Combination therapy with antibodies to claudin 18.2 to treat cancer ,"ガニメド ファーマシューティカルズ ゲーエムベーハー, ガニメド  ファーマシューティカルズ  ゲーエムベーハー, トロン−トランスラティオナレ・オンコロギー・アン・デア・ウニヴェルシテートスメディツィーン・デア・ヨハネス・グーテンベルク−ウニヴェルシテート・マインツ・ゲマインニュッツィゲ・ゲーエムベーハー","ウグール・シャヒン, ウツレム・テューレチ, リタ・ミットナハト−クラウス, シュテファン・デニス・ヤコブス, マグダレナ・ヤドヴィガ・ウッシュ, コルネリア・アドリアナ・マリア・ハインツ, クリスティアーネ・レジーナ・シュタッドラー",2012-05-23,2017-08-30,2019-03-27,2019-03-27,https://patents.google.com/patent/JP6490763B2/en,,
US-2021300974-A1,Artificial transcription factors comprising a sliding domain and uses thereof ,"The Broad Institute, Inc., Massachusetts Institute Of Technology","Paul Blainey, Anthony Kulesa, Kan Xiong",2013-10-14,2020-10-13,2021-09-30,,https://patents.google.com/patent/US20210300974A1/en,https://patentimages.storage.googleapis.com/94/31/e3/b1d7ecd723784d/US20210300974A1-20210930-D00000.png,
US-2022047518-A1,Peg lipids and uses thereof ,"Moderna TX, Inc.","Edward J. Hennessy, Kerry Benenato",2018-09-19,2019-09-19,2022-02-17,,https://patents.google.com/patent/US20220047518A1/en,https://patentimages.storage.googleapis.com/a2/2d/f9/014510ead9ae24/US20220047518A1-20220217-D00001.png,
US-10472394-B2,Cyclosporine analogue mixtures and their use as immunomodulating agents ,Aurinia Pharmaceuticals Inc.,"Selvaraj A. Naicker, Randall W Yatscoff, Robert T Foster",2001-10-19,2017-08-14,2019-11-12,2019-11-12,https://patents.google.com/patent/US10472394B2/en,https://patentimages.storage.googleapis.com/67/c7/5e/9f571fcfe1fb2a/US10472394-20191112-D00001.png,
US-2020032292-A1,Nucleic acid constructs encoding reprogramming factors linked by self-cleaving peptides ,Whitehead Institute For Biomedical Research,"Rudolf Jaenisch, Bryce Woodbury Carey",2008-06-13,2019-06-11,2020-01-30,,https://patents.google.com/patent/US20200032292A1/en,https://patentimages.storage.googleapis.com/d0/65/5a/6ff722f436d354/US20200032292A1-20200130-D00001.png,
US-2019213498-A1,Artificial intelligence for context classifier ,"Brighterion, Inc.",Akli Adjaoute,2014-04-02,2019-03-12,2019-07-11,,https://patents.google.com/patent/US20190213498A1/en,https://patentimages.storage.googleapis.com/00/de/a9/a66d416593c564/US20190213498A1-20190711-D00000.png,
JP-6695317-B2,Anti-PHF-tau antibody and use thereof ,"ヤンセン バイオテツク，インコーポレーテツド, ヤンセン  バイオテツク，インコーポレーテツド","アルデルファー，クリストファー, ジャネッキー，ダリウス, リウ，シュエソン, マードック，メリッサ, ウ，シェン−ジウン, メルケン，マーク, バンダーミーレン，マーク, マリア，トーマス",2011-12-20,2017-12-21,2020-05-20,2020-05-20,https://patents.google.com/patent/JP6695317B2/en,https://patentimages.storage.googleapis.com/bf/ef/77/1958218212ec2e/0006695317-4.png,
US-11246936-B2,Compositions and methods using rebaudioside X to provide sweetness enhancement ,The Coca-Cola Company,"Indra Prakash, Juvenal Higiro, Mary Campbell",2013-07-12,2018-06-18,2022-02-15,2022-02-15,https://patents.google.com/patent/US11246936B2/en,https://patentimages.storage.googleapis.com/1f/3b/46/bfb4a81a3937f0/US11246936-20220215-D00001.png,
JP-6678627-B2,Compositions of therapeutic low density lipoprotein-related protein 6 (LRP6) multivalent antibodies and methods of use ,"ノバルティス アーゲー, ノバルティス  アーゲー","コン・フェン, セス・エッテンバーグ, デイビッド・ジェンキンズ, レイ・ミン, アンドレアス・レーヴ, カレン・ビンセント, リ・ヂョウ",2010-05-06,2017-08-17,2020-04-08,2020-04-08,https://patents.google.com/patent/JP6678627B2/en,,
US-2022267384-A1,"Proteins comprising binding regions, shiga toxin a subunit effector regions, and carboxy-terminal, endoplasmic reticulum localization signal motifs ","Molecular Templates, Inc.","Eric POMA, Erin WILLERT, Jason Kim, Jack Higgins",2014-03-11,2022-05-02,2022-08-25,,https://patents.google.com/patent/US20220267384A1/en,https://patentimages.storage.googleapis.com/ac/4f/93/2fa24d4722cbf5/US20220267384A1-20220825-D00001.png,
US-11174515-B2,CRISPR effector system based diagnostics ,"The Broad Institute, Inc., Massachusetts Institute Of Technology, President And Fellows Of Harvard College","Omar Abudayyeh, James Joseph COLLINS, Jonathan Gootenberg, Feng Zhang, Eric S. Lander, Aviv Regev",2017-03-15,2018-03-15,2021-11-16,2021-11-16,https://patents.google.com/patent/US11174515B2/en,https://patentimages.storage.googleapis.com/6a/2a/a9/bc096e40fbd03b/US11174515-20211116-D00001.png,
JP-7171860-B2,Methods of treating resistant disease with triazole-containing macrolides ,センプラ ファーマシューティカルズ，インコーポレイテッド,"ペレイラ，デイビッド，イー．, フェルナンデス，プラブハバシ，ビー．",2008-10-24,2021-09-09,2022-11-15,2022-11-15,https://patents.google.com/patent/JP7171860B2/en,https://patentimages.storage.googleapis.com/c2/b4/4e/8b4f38358ce8fa/0007171860000075.png,
AU-2021203779-B2,Modified capsid proteins for enhanced delivery of parvovirus vectors ,The University Of North Carolina At Chapel Hill,"Richard Jude Samulski, Jayme WARISCHALK",2015-12-14,2021-06-08,2022-08-18,2022-08-18,https://patents.google.com/patent/AU2021203779B2/en,,
US-9061019-B2,Pharmaceutical salts and polymorphs of a factor Xa inhibitor ,"Millennium Pharmaceuticals, Inc.","Craig Grant, James P. Kanter, Graeme Langlands",2005-11-08,2014-02-17,2015-06-23,2015-06-23,https://patents.google.com/patent/US9061019B2/en,https://patentimages.storage.googleapis.com/03/75/ef/03aa49340ac845/US09061019-20150623-D00001.png,
US-11253589-B2,Modulation of the immune response ,"The Brigham And Women's Hospital, Inc.","Howard Weiner, Francisco J. Quintana",2007-11-20,2017-10-12,2022-02-22,2022-02-22,https://patents.google.com/patent/US11253589B2/en,https://patentimages.storage.googleapis.com/eb/d7/f7/abc40867628814/US11253589-20220222-D00001.png,
US-10095649-B2,Medical device connectivity interface system and method ,Covidien Lp,"Dev Devanayagom Joshua, Daniel Robbin Letcher, Aaron Damian Macan",2015-07-01,2016-06-29,2018-10-09,2018-10-09,https://patents.google.com/patent/US10095649B2/en,https://patentimages.storage.googleapis.com/43/8f/30/279e304fb7515f/US10095649-20181009-D00000.png,
ES-2875589-T3,Prime-boost regimens involving administration of at least one mRNA construct ,Curevac Ag,"Mariola Fotin-Mleczek, Jochen Probst",2015-05-15,2016-05-13,2021-11-10,2021-11-10,https://patents.google.com/patent/ES2875589T3/en,,
US-11090374-B2,Enhancing immunogenicity of Streptococcus pneumoniae polysaccharide-protein conjugates ,Merck Sharp & Dohme Corp.,"Jian He, John E. MacNair, William J. Smith, Michael A. Winters, Joseph G. Joyce, Chitrananda Abeygunawardana, Luwy Musey, Hari Pujar, Julie M. Skinner, Emily Wen, Patrick McHugh, John Michael Williams, Catherine Lancaster",2017-02-24,2018-02-20,2021-08-17,2021-08-17,https://patents.google.com/patent/US11090374B2/en,https://patentimages.storage.googleapis.com/e6/a6/43/49e82cb622dfab/US11090374-20210817-D00001.png,
US-9212396-B2,"Materials and methods useful for affecting tumor cell growth, migration and invasion ",The Ohio State University,Carlo M. Croce,2009-11-23,2014-12-19,2015-12-15,2015-12-15,https://patents.google.com/patent/US9212396B2/en,https://patentimages.storage.googleapis.com/c7/f1/d5/b1375ce91e5f57/US09212396-20151215-D00001.png,
JP-6787947-B2,Cardiopulmonary health monitoring device and computer-readable media ,"レスメッド センサー テクノロジーズ リミテッド, レスメッド  センサー  テクノロジーズ  リミテッド","シンドヘルム，クラウス・ヘンリー, ファルジア，スティーヴン・ポール, コールファックス，マイケル・ワツラフ, ジャヴェッド，ファイザン, クシャバ，ラミ, ヘネガン，コナー, ドゥ・シャザル，フィリップ, ザッファローニ，アルベルト, フォックス，ナイル, セルカ，パトリック, オヘア，エマー, レドモンド，スティーヴン・ジェイムズ",2012-05-30,2018-05-11,2020-11-18,2020-11-18,https://patents.google.com/patent/JP6787947B2/en,,
CN-107074852-B,The pyrrolin and pyridine inhibitors of ROR- γ ,生命医药有限责任公司,"大卫·A·克莱蒙, 劳伦斯·韦恩·迪拉德, 董成国, 范怡, 贾兰齐, 斯蒂芬·D·罗特斯塔, 安德鲁·马库斯, 苏雷什·B·辛格, 科林·M·泰斯, 苑晶, 赵伟, 郑亚军, 庄凌航",2014-10-14,2015-10-14,2019-08-16,2019-08-16,https://patents.google.com/patent/CN107074852B/en,,
US-10874605-B2,Extended release biodegradable ocular implants ,"Allergan, Inc.","Thierry Nivaggioli, James Jane-Guo Shiah, Qing Lin",2004-04-30,2018-12-17,2020-12-29,2020-12-29,https://patents.google.com/patent/US10874605B2/en,https://patentimages.storage.googleapis.com/5b/48/37/7023b385cfb618/US10874605-20201229-D00001.png,
WO-2019141276-A1,"Mesoporous hollow sio2 nanocarrier delivery system for targeting active cd44 molecule, preparation method therefor, and uses thereof ",北京茵诺医药科技有限公司,"马茜, 孙洁芳",2018-01-22,2019-01-21,2019-07-25,,https://patents.google.com/patent/WO2019141276A1/en,https://patentimages.storage.googleapis.com/62/5d/2e/4b92a0a01dd1cf/PCTCN2019072560-appb-300001.png,
JP-6995761-B2,Organic compounds ,イントラ－セルラー・セラピーズ・インコーポレイテッド,"ヤオ・ウェイ, リ・ポン",2016-01-26,2017-01-26,2022-01-17,2022-01-17,https://patents.google.com/patent/JP6995761B2/en,,
US-2020330491-A1,Stimulation of an immune response by enantiomers of cationic lipids ,Pds Biotechnology Corporation,"Elizabeth Ann Vasievich, Weihsu Claire Chen, Kenya N. Toney Johnson, Gregory Conn, Frank Bedu-Addo, Leaf Huang",2008-04-17,2020-06-12,2020-10-22,,https://patents.google.com/patent/US20200330491A1/en,https://patentimages.storage.googleapis.com/05/aa/52/b9d83fd4102830/US20200330491A1-20201022-D00000.png,
JP-7166992-B2,"Nanoparticle compositions, formulations thereof and uses thereof ",アンテリオス， インコーポレイテッド,"エデルソン ジョナサン, コティラ ティモシー, セオバルド クラウス",2011-01-24,2019-07-04,2022-11-08,2022-11-08,https://patents.google.com/patent/JP7166992B2/en,,
JP-6736605-B2,Inhaler ,バットマーク・リミテッド,ブッフベルガー，ヘルムート,2008-10-23,2018-05-01,2020-08-05,2020-08-05,https://patents.google.com/patent/JP6736605B2/en,https://patentimages.storage.googleapis.com/92/1e/f7/6991f351dc61c4/0006736605-5.png,
CA-2986141-C,"Compounds targeting proteins, compositions, methods, and uses thereof ","Biotheryx, Inc., Kyle W.H. Chan, Leah Fung, Robert Sullivan, Paul E. Erdman, Frank Mercurio","Kyle W.H. Chan, Leah Fung, Robert Sullivan, Paul E. Erdman, Frank Mercurio",2015-05-22,2016-05-18,2020-07-28,2020-07-28,https://patents.google.com/patent/CA2986141C/en,,
US-11642364-B2,Exon skipping oligomer conjugates for muscular dystrophy ,"Sarepta Therapeutics, Inc.","Marco A. Passini, Gunnar J. Hanson",2016-12-19,2022-05-04,2023-05-09,2023-05-09,https://patents.google.com/patent/US11642364B2/en,https://patentimages.storage.googleapis.com/76/1b/f5/39b0d9a7bc9cf1/US11642364-20230509-D00001.png,
US-11607179-B2,Non-invasive risk stratification for atherosclerosis ,Elucid Bioimaging Inc.,"Andrew J. Buckler, Kjell Johnson, Xiaonan Ma, Keith A. Moulton, Mark A. Buckler, Vladimir Valtchinov, David S. Paik",2015-08-14,2021-05-24,2023-03-21,2023-03-21,https://patents.google.com/patent/US11607179B2/en,https://patentimages.storage.googleapis.com/b0/c8/ab/57d0671e674efa/US11607179-20230321-D00000.png,
US-9939440-B2,Electrochemical analyte detection apparatus and method ,"Agamatrix, Inc.","Ian Harding, Sridhar Iyengar, Richard Williams",2007-07-26,2016-02-08,2018-04-10,2018-04-10,https://patents.google.com/patent/US9939440B2/en,https://patentimages.storage.googleapis.com/14/73/bc/7ca839498bf46d/US09939440-20180410-D00000.png,
US-9987294-B2,Mitochondria-targeted anti-tumor agents ,University Of Massachusetts,"Dario C. Altieri, Byoung Heon Kang",2007-09-10,2016-03-15,2018-06-05,2018-06-05,https://patents.google.com/patent/US9987294B2/en,https://patentimages.storage.googleapis.com/bc/5d/52/2431249a38d577/US09987294-20180605-D00001.png,
JP-6373896-B2,Variant selectivity and combination of phosphoinositide 3-kinase inhibitor compounds and chemotherapeutic agents for the treatment of cancer ,エフ・ホフマン−ラ・ロシュ・アクチェンゲゼルシャフト,"マルシア ベルヴィン，, マルシア ベルヴィン，, ロリ フリードマン，, ロリ フリードマン，, ディーパク サンパス，, ディーパク サンパス，, ジェフリー ウォーリン，, ジェフリー ウォーリン，",2012-06-08,2016-04-28,2018-08-15,2018-08-15,https://patents.google.com/patent/JP6373896B2/en,,
EP-3411484-B1,Injection of single-stranded or self-complementary adeno-associated virus 9 into the cerebrospinal fluid ,"Emory University, REGENXBIO Inc.","Anthony DONSANTE, Karen Kozarsky, Nicholas Matthew Boulis, Jonathan Patrick Riley",2016-02-05,2017-01-25,2023-10-04,2023-10-04,https://patents.google.com/patent/EP3411484B1/en,https://patentimages.storage.googleapis.com/2e/0a/a4/08b428b16c0d31/imgf0001.png,
US-9738894-B2,Short interfering RNA (siRNA) analogues ,Roche Innovation Center Copenhagen A/S,"Joacim Elmen, Claes Wahlestedt, Zicai Liang, Anders M. Sorensen, Henrik Orum, Troels Koch",2003-03-21,2016-03-28,2017-08-22,2017-08-22,https://patents.google.com/patent/US9738894B2/en,https://patentimages.storage.googleapis.com/e1/5a/8c/050e57949470b0/US09738894-20170822-D00001.png,
CN-105829310-B,Bicyclic heterocycles and its therapeutical uses ,阿斯特克斯治疗有限公司,"G.彻斯萨里, C.N.约翰逊, S.霍瓦德, J.E.H.戴, I.M.布克, C.M.格里菲斯-乔内斯, G.萨克斯蒂, E.塔马尼尼, N.E.维舍尔",2013-12-20,2014-12-19,2019-04-12,2019-04-12,https://patents.google.com/patent/CN105829310B/en,,
US-11155790-B2,Mutant enzymes ,Oxford University Innovation Limited,"Luet Lok Wong, Stephen Graham Bell, Christopher Whitehouse",2007-10-08,2019-11-01,2021-10-26,2021-10-26,https://patents.google.com/patent/US11155790B2/en,https://patentimages.storage.googleapis.com/26/58/c2/670e4abc3a17d6/US11155790-20211026-D00001.png,
US-2023058309-A1,Serum amyloid p derivatives and their preparation and use ,"Promedior, Inc.","W. Scott Willett, Richard J. Caimi",2009-06-04,2022-03-15,2023-02-23,,https://patents.google.com/patent/US20230058309A1/en,https://patentimages.storage.googleapis.com/36/cd/e5/2d335d9b12583d/US20230058309A1-20230223-D00000.png,
US-2022073623-A1,Therapeutic and diagnostic methods for cancer ,"Genentech, Inc.",Marcin KOWANETZ,2015-05-12,2021-11-26,2022-03-10,,https://patents.google.com/patent/US20220073623A1/en,https://patentimages.storage.googleapis.com/2b/29/cb/902ec0597d6c17/US20220073623A1-20220310-D00001.png,
AU-2016245347-B2,"Polypeptide-based shuttle agents for improving the transduction efficiency of polypeptide cargos to the cytosol of target eukaryotic cells, uses thereof, methods and kits relating to same ",Feldan Bio Inc.,"Thomas DEL'GUIDICE, David Guay, Jean-Pascal LEPETIT-STOFFAES",2015-04-10,2016-04-08,2021-01-28,2021-01-28,https://patents.google.com/patent/AU2016245347B2/en,,
JP-7270379-B2,Siglec neutralizing antibody ,イナート・ファルマ・ソシエテ・アノニム,"ステファニー・コルネン, バンジャマン・ロッシ, ニコライ・ヴァクトマン",2016-03-08,2017-03-07,2023-05-10,2023-05-10,https://patents.google.com/patent/JP7270379B2/en,https://patentimages.storage.googleapis.com/7d/00/89/116ec4db5805c5/0007270379000030.png,
JP-6360098-B2,Regulation of chemosensory receptors and ligands bound thereto ,"セノミックス インコーポレイテッドＳｅｎｏｍｙｘ， Ｉｎｃ．, セノミックス  インコーポレイテッド","タッチジャン キャサリン, タッチジャン キャサリン, エス． カラニュースキー ドナルド, エス．  カラニュースキー ドナルド, シャオ−チン タン, シャオ−チン タン, シャオドン リー, シャオドン リー, フェン チャン, フェン チャン, サルバント ガイ, サルバント ガイ, チェン チン, チェン チン, ダーモフソド ビンセント, ダーモフソド ビンセント, ファイン リチャード, ファイン リチャード, アール． フォトシング ジョセフ, アール．  フォトシング ジョセフ, ロバート ハンマーカー ジェフリー, ロバート  ハンマーカー ジェフリー, シンシャン カン, シンシャン カン, ディー．エー． キミッチ レイチェル, ディー．エー．  キミッチ レイチェル, クレバンスキー ボリス, クレバンスキー ボリス, ハイシャン リュー, ハイシャン リュー, ペットロビック ゴラン, ペットロビック ゴラン, リノバ マーケタ, リノバ マーケタ, アダムスキー−ワーナー サラ, アダムスキー−ワーナー サラ, ヤマモト ジェフリー, ヤマモト ジェフリー, ホン チャン, ホン チャン, ズロトニク アルバート, ズロトニク アルバート, ゾラー マーク, ゾラー マーク",2007-06-08,2016-04-26,2018-07-18,2018-07-18,https://patents.google.com/patent/JP6360098B2/en,,
US-10201803-B2,Polymer-metal organic framework materials and methods of using the same ,The Regents Of The University Of California,"Seth M. Cohen, Zhenjie Zhang",2015-06-09,2016-06-09,2019-02-12,2019-02-12,https://patents.google.com/patent/US10201803B2/en,https://patentimages.storage.googleapis.com/fe/7c/7d/2a0714531b19b7/US10201803-20190212-D00000.png,
US-9890419-B2,Nanoreporters and methods of manufacturing and use thereof ,"Nanostring Technologies, Inc., The Institute For Systems Biology","Gary K. Geiss, Sean M. Ferree, Philippa Jane Webster, Krassen M. Dimitrov",2005-12-23,2016-05-20,2018-02-13,2018-02-13,https://patents.google.com/patent/US9890419B2/en,https://patentimages.storage.googleapis.com/38/36/14/48bccbeff86265/US09890419-20180213-D00000.png,
EP-3299369-B1,Pyrido-azaheterecydic compound and preparation method and use thereof ,"Shanghai Institute of Materia Medica, Chinese Academy of Sciences","Yaqiu Long, Meiyu Geng, Zhongliang Xu, Jing AI",2015-05-21,2016-05-23,2020-11-11,2020-11-11,https://patents.google.com/patent/EP3299369B1/en,https://patentimages.storage.googleapis.com/8d/92/c3/118fbeb590db21/imgf0001.png,
TW-I803447-B,Methods of conditioning patients for t cell therapy ,"美商凱特製藥公司, 美國聯邦健康暨人群服務部","亞卓恩 巴特, 傑佛瑞 維卓瑞克, 威廉 高, 拉胡爾 簡, 詹姆士 葛陳德費, 史蒂芬 羅森柏格",2015-05-28,2016-05-30,2023-06-01,2023-06-01,https://patents.google.com/patent/TWI803447B/en,https://patentimages.storage.googleapis.com/eb/f2/6a/b8b894609fc3a7/105116879-A0305-03-0001-7.png,
US-11737994-B2,"Topical compositions for pain relief, manufacture and use ",Propella Therapeutics Inc.,"Philip J. Birbara, Daniel Bucks",2014-04-15,2021-09-17,2023-08-29,2023-08-29,https://patents.google.com/patent/US11737994B2/en,https://patentimages.storage.googleapis.com/a0/93/81/18782e4eee0111/US11737994-20230829-D00001.png,
